Run	Cell	Barcode	Species	s4U	Time	ActD	Group	CellLine	Stage	Platform	Label	UMI	Cells	LibStruct	Remark	Cell.Reads	Trimmed.Reads	Trimmed.Ratio	Mapped.Reads	Mapped.Ratio	Mito.Ratio	Filtered.Reads	Filtered.Ratio	FilteredClip.Reads	FilteredClip.Ratio	UMIs	UMIs.2Reads	Duplicate.Reads	Duplicate.Ratio	Unique.Reads	Genes	Isoforms.Assembled	Isoforms.Known	AC.Ratio	AG.Ratio	AT.Ratio	CA.Ratio	CG.Ratio	CT.Ratio	GA.Ratio	GC.Ratio	GT.Ratio	TA.Ratio	TC.Ratio	TG.Ratio	Pe	Pc	Pc_Pe	UMIs.2Reads.Nascent.2TCs	UMIs.2Reads.Nascent.2TCs.Ratio	Genes.2Reads	Genes.2Reads.Nascent.2TCs
20220824_MidBlast	20220824_MidBlast.C58	92	Mouse	0	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	0um 3h	528743.0	418568.0	0.7916284470905525	418015.0	0.9986788287685632	0.0547207327607282	347997.0	0.8324988337739077	326070.0	0.9369908361278976	22812.0	14736.0	303258.0	0.9300395620572268	22812.0	5065.0			4.651808213043355e-05	0.0001860723285217	8.830551184082301e-05	5.7070108433206025e-05	7.550814346547258e-05	0.0003614440200769	0.0002118707037897	0.0001180695170411	0.0001398837465175	0.0001432961071317	0.0002401329295293	0.0001071922051395				77.0	0.0052252985884907	4459.0	50.0
20220824_MidBlast	20220824_MidBlast.C59	93	Mouse	0	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	0um 3h	450188.0	351414.0	0.7805938852212854	351373.0	0.9998833284957344	0.062919700834165	304210.0	0.8657751164716697	285570.0	0.9387265375891654	11540.0	6805.0	274030.0	0.959589592744336	11540.0	3261.0			6.196424662969467e-05	0.0001529117699087	8.595040661538293e-05	4.290167102008623e-05	5.6102185180112766e-05	0.0003080119970672	0.0001893517083818	0.000124682409071	0.0001339947881718	0.0001076091135516	0.0002298447085569	0.0001039524931882				40.0	0.005878030859662	2699.0	19.0
20220824_MidBlast	20220824_MidBlast.C60	94	Mouse	0	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	0um 3h	447622.0	344027.0	0.7685658881824396	343967.0	0.9998255950841068	0.0772909727559996	291708.0	0.8480697276192193	264411.0	0.9064235468345058	30754.0	19197.0	233657.0	0.8836886513798594	30754.0	5633.0			4.734350233171917e-05	0.0001873066074783	9.179264207547298e-05	5.012931945665493e-05	6.526269891526774e-05	0.0003549250401152	0.0002539426751437	0.0001489238103579	0.0001802529674999	0.000171599250223	0.0003936044104732	0.0001483687003844				144.0	0.007501172058134	4834.0	93.0
20220824_MidBlast	20220824_MidBlast.C61	95	Mouse	0	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	0um 3h	663416.0	539351.0	0.8129906423722069	539260.0	0.9998312787034788	0.0884925425855533	345784.0	0.6412194488743834	321944.0	0.9310552252273095	23650.0	14172.0	298294.0	0.9265400193822528	23650.0	4059.0			5.061800242272222e-05	0.0001903236891094	8.706296416708222e-05	5.529265943868735e-05	6.549547159701656e-05	0.0003399840309533	0.0002423165095289	0.0001149566462185	0.0001315951081711	0.0001288160563966	0.0002026069825299	0.0001071876814954				73.0	0.0051510019757267	3531.0	29.0
20220824_MidBlast	20220824_MidBlast.C62	96	Mouse	0	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	0um 3h	553967.0	425417.0	0.7679464661252385	424744.0	0.9984180227870536	0.1311218140939437	328873.0	0.7742852165068842	298934.0	0.908964858775272	10390.0	6509.0	288544.0	0.9652431640428992	10390.0	2996.0			2.6995949148387248e-05	0.0001853235428024	8.171746769241545e-05	5.036543841049979e-05	5.697074180859812e-05	0.0003649430127449	0.000228731640409	0.0001194056699084	0.000140340430217	0.0001553190229664	0.0002837263340327	0.0001153359081434				37.0	0.0056844369334767	2551.0	23.0
20220831_MidBlast	20220831_MidBlast.C01	2	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	1162374.0	888360.0	0.7642634814612165	888308.0	0.9999414651717772	0.0759103070328118	743286.0	0.8367435619177133	706577.0	0.950612550216202	12246.0	7014.0	694331.0	0.9826685555855909	12246.0	2822.0			5.915995210972589e-05	0.0007766940247276	9.664744651588884e-05	5.47248200603373e-05	6.872419263391196e-05	0.0004008911236978	0.0002639250524994	0.0001575133570725	0.0001454894366853	0.0001523442662268	0.0272892020341936	0.0001180821019348				3991.0	0.5690048474479612	2462.0	1825.0
20220831_MidBlast	20220831_MidBlast.C02	3	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	0.0	0.0		0.0			0.0		0.0		0.0	0.0	0.0		0.0																			0.0			
20220831_MidBlast	20220831_MidBlast.C03	4	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	435865.0	342564.0	0.7859406008741239	342151.0	0.9987943858665826	0.0156047656047656	273654.0	0.7998047645630145	260693.0	0.9526372718834732	6890.0	4248.0	253803.0	0.9735704449294764	6890.0	2146.0			3.3358335237117114e-05	0.0003477353733808	7.884697419682226e-05	5.378657487091222e-05	8.067986230636834e-05	0.0003137550200803	0.0002795461857769	0.0001434652123232	0.000154014124994	0.0001233543886513	0.0093100661434739	9.145239158637996e-05				1852.0	0.435969868173258	1875.0	1054.0
20220831_MidBlast	20220831_MidBlast.C04	5	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	423967.0	333342.0	0.7862451558729807	333234.0	0.999676008423781	0.0716358555460017	276400.0	0.829447175258227	267822.0	0.9689652677279306	10704.0	6572.0	257118.0	0.9600331563501132	10704.0	2726.0			4.24124737042663e-05	0.0001892248826805	6.394496035412458e-05	4.162204642198547e-05	5.43202978727607e-05	0.0003675438336585	0.0002228961010533	0.000145483083921	0.0001861916532751	0.0001356981636424	0.0039441114497882	0.0001418352665207				235.0	0.0357577601947656	2353.0	160.0
20220831_MidBlast	20220831_MidBlast.C05	6	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	394849.0	323173.0	0.8184723780483172	323172.0	0.999996905682096	0.0494538973869491	269880.0	0.8350970999962868	261137.0	0.967604120349785	8536.0	5232.0	252601.0	0.9673121771330756	8536.0	2495.0			4.640006852933198e-05	0.0003453235869394	8.923090101794612e-05	4.286471894700326e-05	6.5792359314005e-05	0.000390766740168	0.0002965412591179	0.0001707927505046	0.0001970685582745	0.0002363214872498	0.0187397312687087	0.0001847433848739				1732.0	0.3310397553516819	2128.0	973.0
20220831_MidBlast	20220831_MidBlast.C06	7	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	443880.0	359242.0	0.8093223393710012	359240.0	0.9999944327222318	0.0302726120033812	293680.0	0.8175036187506959	278171.0	0.9471908199400708	6043.0	3722.0	272128.0	0.978275952561554	6043.0	2025.0			5.670434355271614e-05	0.0001436510036668	6.930530878665305e-05	3.385863882854527e-05	5.823685878509787e-05	0.000268160419522	0.0001988716918335	0.0001449838785625	0.0001193230151001	0.000175051594154	0.0200282714905445	0.0001131912563702				609.0	0.1636217087587318	1733.0	453.0
20220831_MidBlast	20220831_MidBlast.C07	8	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	397715.0	315730.0	0.7938599248205374	315714.0	0.9999493237893136	0.0682723671724021	242511.0	0.7681350842851441	229106.0	0.94472415684237	11271.0	7236.0	217835.0	0.9508044311366792	11271.0	3056.0			4.4926146083490285e-05	0.0007170679680079	8.226735841262506e-05	4.8617701510649225e-05	4.7321229470365245e-05	0.0003403239105745	0.0002572160347138	0.0001690450535471	0.0002110022790678	0.0001717244333709	0.0139182960997011	0.000158798938386				1594.0	0.2202874516307352	2662.0	900.0
20220831_MidBlast	20220831_MidBlast.C08	12	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	463728.0	298275.0	0.6432111065107132	298254.0	0.9999295951722404	0.0757985879951684	231835.0	0.777307261595821	215781.0	0.9307524748204542	12613.0	7817.0	203168.0	0.9415472168541252	12613.0	3334.0			5.423258185052416e-05	0.0003298327023454	0.0001163535392429	6.174039835828241e-05	7.847377735258326e-05	0.0004893070823161	0.0002998943897095	0.0002022668995343	0.0002837130377467	0.0002097050029105	0.0063923869852736	0.0001911104706327				2769.0	0.3542279646923372	2823.0	1542.0
20220831_MidBlast	20220831_MidBlast.C09	13	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	163676.0	90183.0	0.5509848725530927	90113.0	0.99922380049455	0.3182831879181502	52272.0	0.5800716877698001	40306.0	0.7710820324456689	1039.0	560.0	39267.0	0.9742222001687094	1039.0	305.0			0.0001372610323554	0.000587172193965	0.0001753890968986	0.0001802672872231	0.0001229095140157	0.0007292631164936	0.0003448113725059	0.0002586085293794	0.000250771907277	0.0002264492753623	0.0052418813741277	0.0001845142243692				130.0	0.2321428571428571	228.0	88.0
20220831_MidBlast	20220831_MidBlast.C10	14	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	336646.0	167345.0	0.4970948711703095	161410.0	0.964534345214975	0.291090929146597	96401.0	0.5972430456601202	69695.0	0.7229696787377724	2449.0	1423.0	67246.0	0.964861180859459	2449.0	661.0			0.0001722132422919	0.0010755774430865	0.0004229798933486	0.0002083650290718	0.0001785985963473	0.0007540829623553	0.0008363309632107	0.000292249481568	0.0004103928890104	0.0003631177954128	0.0077245058296911	0.0003103006615346				393.0	0.2761770906535488	508.0	168.0
20220831_MidBlast	20220831_MidBlast.C11	17	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	473363.0	367374.0	0.776093611034238	366673.0	0.9980918627883302	0.0394272752304404	293040.0	0.7991861958747986	274761.0	0.93762285012285	18148.0	10966.0	256613.0	0.9339498691590146	18148.0	3381.0			6.257677178167524e-05	0.0003184710706745	0.0001198456923854	9.323115110062882e-05	9.089201827731556e-05	0.0005009085860209	0.0003628180326817	0.0002198802387717	0.0002370828179075	0.0001727476554706	0.002193865076544	0.0001627988376162				1812.0	0.1652380083895677	2820.0	493.0
20220831_MidBlast	20220831_MidBlast.C12	19	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	396774.0	279722.0	0.7049907504019921	279586.0	0.9995138029901116	0.0442579505300353	248837.0	0.8900195288748364	235493.0	0.9463745343337204	10297.0	6694.0	225196.0	0.9562747088023849	10297.0	2887.0			7.39610440361958e-05	0.0009373644375367	0.0001316611493126	8.683198842874544e-05	8.802146772228988e-05	0.0004841180724725	0.0003076964240324	0.0001867360544399	0.0002497246339973	0.000206380835596	0.0118096916878339	0.0001489007620215				4114.0	0.6145802210935166	2503.0	1918.0
20220831_MidBlast	20220831_MidBlast.C13	20	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	372876.0	119967.0	0.3217343030927171	119769.0	0.9983495461251845	0.3611585335767504	64737.0	0.5405154923227212	44554.0	0.6882308417133942	865.0	508.0	43689.0	0.9805853570947616	865.0	106.0			0.0003608885222719	0.0014214588734386	0.0006849516851284	0.0003935458480913	0.0002886002886002	0.0006821461366915	0.0011361420347116	0.0004832842983475	0.0003984975793391	0.000812657960391	0.0107352116567657	0.0003982024005916				99.0	0.1948818897637795	66.0	34.0
20220831_MidBlast	20220831_MidBlast.C14	22	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	358733.0	274829.0	0.7661101710743088	274805.0	0.999912672971193	0.0689983534032971	234645.0	0.8538600098251488	220137.0	0.9381704276673272	8898.0	5384.0	211239.0	0.959579716267597	8898.0	2489.0			8.209882920227989e-05	0.0008846148846545	8.415129993233688e-05	6.490226565343883e-05	7.054594092765091e-05	0.000347086029364	0.0002512045020156	0.0001777962159038	0.0001784696864186	0.0002429645679053	0.0408101867897306	0.0001807942225884				2123.0	0.3943164933135215	2115.0	1284.0
20220831_MidBlast	20220831_MidBlast.C15	23	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	379946.0	301524.0	0.793596984834687	301506.0	0.999940303259442	0.0266808209483368	275060.0	0.912286985996962	266257.0	0.9679960735839452	8385.0	5122.0	257872.0	0.9685078702156188	8385.0	2282.0			3.2864651342120216e-05	0.000286162939735	7.374507130426976e-05	3.508707295742798e-05	4.912190214039917e-05	0.0004166589913694	0.0002503882681866	0.000189662874241	0.0002179459344348	0.0001859333006541	0.0165429928500194	0.000162269062389				1454.0	0.2838734869191722	1961.0	864.0
20220831_MidBlast	20220831_MidBlast.C16	24	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	458164.0	71085.0	0.1551518670170506	70965.0	0.99831188014349	0.0095610141667173	65159.0	0.918185020784894	48587.0	0.7456682883408278	2969.0	1810.0	45618.0	0.9388931195587296	2969.0	874.0			0.0001783613394936	0.001001567521772	0.0005179338896835	0.0003079954349169	0.0003143241082371	0.000679277603036	0.0007683115948329	0.0004690744473716	0.0005095118997312	0.0005355256646058	0.0015659509089163	0.0003194687585407				73.0	0.0403314917127071	624.0	33.0
20220831_MidBlast	20220831_MidBlast.C17	26	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	282883.0	218210.0	0.7713789800023331	218147.0	0.9997112872920582	0.0658361039055935	178983.0	0.8204696832869579	167679.0	0.9368431638758988	7094.0	4485.0	160585.0	0.9576929728827104	7094.0	2126.0			4.046987451448195e-05	0.0002977426482136	9.539327564127889e-05	5.718814081354215e-05	6.740030881596039e-05	0.0003819350832904	0.0002590575544384	0.0001833778194339	0.0002047233857172	0.0001952930351859	0.028512783137151	0.0001439531135649				1352.0	0.3014492753623188	1816.0	803.0
20220831_MidBlast	20220831_MidBlast.C18	27	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	507795.0	389484.0	0.7670103092783506	389352.0	0.9996610900576148	0.0730338540819447	284929.0	0.7318030984815797	268803.0	0.9434034443668424	9838.0	6024.0	258965.0	0.96340070609331	9838.0	2809.0			7.497582201702845e-05	0.0004264679784454	8.185433779840721e-05	5.048469128228821e-05	5.966372606088607e-05	0.0003939335759148	0.0002727407438162	0.0001832588724854	0.0001846905824267	0.0002001760672708	0.0213611242004829	0.0001621864486647				2491.0	0.4135126162018592	2361.0	1411.0
20220831_MidBlast	20220831_MidBlast.C19	28	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	256324.0	168271.0	0.6564777391114371	167476.0	0.9952754782464002	0.0960960168820891	137068.0	0.8184336860206836	121085.0	0.8833936440307001	2562.0	1573.0	118523.0	0.9788413098236776	2562.0	939.0			5.038497268189762e-05	0.0002739682889578	9.762088457117665e-05	2.323281269706404e-05	4.978459863656579e-05	0.00039495781585	0.0003866283181668	0.0001634526223144	0.0001540226633347	0.0001822109141024	0.0215704593040205	0.0001027006970395				267.0	0.1697393515575333	788.0	177.0
20220831_MidBlast	20220831_MidBlast.C20	29	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	298126.0	215631.0	0.7232881399139961	215573.0	0.9997310219773596	0.041924819272273	190976.0	0.8858994400968582	181793.0	0.951915423927614	6444.0	3835.0	175349.0	0.9645530906030484	6444.0	1925.0			8.902296286629661e-05	0.0004208358244588	0.0001133019527389	5.714180979971256e-05	7.654846218452061e-05	0.0003611793638283	0.0003401641139081	0.0002210048284971	0.0002281340165132	0.0002771498601259	0.0286330449242601	0.0002154407115822				863.0	0.2250325945241199	1575.0	587.0
20220831_MidBlast	20220831_MidBlast.C21	30	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	447780.0	347462.0	0.7759658760998704	347400.0	0.999821563221302	0.0152713364498069	319767.0	0.9204576856649396	301549.0	0.9430272667285868	10872.0	6668.0	290677.0	0.9639461580041718	10872.0	3305.0			7.865287619570702e-05	0.0007452026744644	9.598317095069332e-05	8.569303130972195e-05	7.239583679614441e-05	0.0004063031656926	0.0002960002183264	0.0001756407914891	0.000228123099703	0.0002361495199328	0.0257900133610912	0.0001719334224072				4137.0	0.6204259148170366	2880.0	2204.0
20220831_MidBlast	20220831_MidBlast.C22	31	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	541453.0	407784.0	0.7531290804557367	407558.0	0.9994457850234438	0.1321731681393467	273526.0	0.6711339244966361	254919.0	0.9319735601003196	6018.0	3597.0	248901.0	0.9763925011474232	6018.0	1632.0			5.770839945754104e-05	0.0003777277055402	8.918570825256343e-05	3.9125900401647605e-05	5.126842121595204e-05	0.000375068976264	0.0002771846254927	0.0001796567017082	0.0001450086235216	0.0001886085955593	0.0226316446392167	0.000116493544316				596.0	0.1656936335835418	1335.0	359.0
20220831_MidBlast	20220831_MidBlast.C23	32	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	362325.0	267408.0	0.7380335334299317	267404.0	0.9999850415843954	0.0442776340455165	236051.0	0.882750445019521	218968.0	0.9276300460493708	6609.0	4158.0	212359.0	0.9698175075810164	6609.0	2147.0			9.388469252763196e-05	0.0012290359749071	0.0001488878457256	0.0001106967819794	0.0001161230948215	0.0004091439882965	0.0003718022706495	0.0002471872238934	0.0002328871365607	0.0002416368976583	0.0284963872818117	0.0001489272308017				2029.0	0.4879749879749879	1805.0	1090.0
20220831_MidBlast	20220831_MidBlast.C24	33	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	375159.0	305111.0	0.8132845007050344	305087.0	0.9999213401024544	0.0770238971578361	257035.0	0.8424973859915369	242008.0	0.9415371447468244	11024.0	6770.0	230984.0	0.9544477868500216	11024.0	3192.0			5.365043722312043e-05	0.0003420215372973	6.706304652890054e-05	4.873623201445592e-05	6.0607878274387486e-05	0.0003136613906571	0.0002517364558777	0.0001004609522296	0.0001530277295591	0.0001162543551347	0.0118555956509128	9.687862927895292e-05				2228.0	0.3290989660265879	2677.0	1336.0
20220831_MidBlast	20220831_MidBlast.C25	34	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	345210.0	283700.0	0.8218186031690855	283639.0	0.9997849841381742	0.054126840810735	243044.0	0.8568779328653676	233976.0	0.9626898833133096	5854.0	3673.0	228122.0	0.9749803398639176	5854.0	1625.0			5.624059727514306e-05	0.0001981202858556	8.947367748318215e-05	4.4059862666743215e-05	6.408707296980831e-05	0.0003845224378188	0.0002852736398242	0.0001986727134489	0.0001986727134489	0.0002076303483233	0.0167095546128095	0.0001781602343677				389.0	0.1059079771304111	1391.0	291.0
20220831_MidBlast	20220831_MidBlast.C26	35	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	334619.0	237597.0	0.7100523281702473	237539.0	0.9997558891736849	0.0521926515565634	209800.0	0.883223386475484	195331.0	0.9310343183984748	15987.0	9937.0	179344.0	0.9181543124235272	15987.0	3756.0			7.111320974094524e-05	0.0006890870023897	0.000121603588657	6.823223059142182e-05	6.304498499090437e-05	0.0003790679477301	0.0003179641882978	0.0002372530897334	0.0002961909617084	0.0002517528430326	0.0119506815810817	0.0002428804961416				5407.0	0.5441280064405756	3127.0	2310.0
20220831_MidBlast	20220831_MidBlast.C27	36	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	476156.0	345602.0	0.7258167491326372	344786.0	0.9976389025526472	0.2289728936192523	220587.0	0.6397794574025627	190216.0	0.8623173623105622	7016.0	4408.0	183200.0	0.9631156159313622	7016.0	1784.0			8.863268930652213e-05	0.0005183329425267	0.0001694118491808	9.964478897385116e-05	8.83215174995499e-05	0.0005027532534589	0.0003719950792229	0.0002741016373222	0.0002436458998419	0.0002120512994503	0.0110521137273529	0.0001962989172054				414.0	0.0939201451905626	1535.0	235.0
20220831_MidBlast	20220831_MidBlast.C28	37	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	278832.0	203926.0	0.7313579503069949	203788.0	0.99932328393633	0.7363081884464386	37613.0	0.1845692582487683	24168.0	0.6425438013452796	491.0	283.0	23677.0	0.979683879510096	491.0	83.0			0.000159168081494	0.0005128749292586	0.0001414827391058	0.0001099505222649	3.665017408832692e-05	0.0003298515667949	0.0002717932921415	0.0002174346337132	0.000126836869666	0.0002090062701881	0.0026790803724111	0.0001140034201026				30.0	0.1060070671378091	56.0	5.0
20220831_MidBlast	20220831_MidBlast.C29	38	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	524486.0	407199.0	0.7763772531583303	406555.0	0.998418463699567	0.1027478952632852	307683.0	0.7568053522893582	290421.0	0.943896802878287	6693.0	4079.0	283728.0	0.9769541458778808	6693.0	2187.0			5.378619752630262e-05	0.0005402005055902	0.000112249455707	5.662715495955109e-05	5.926097612046045e-05	0.0003884886212341	0.0002645705426663	0.0002052276172084	0.0001903918858439	0.0002162950511692	0.0177893409798783	0.0001730360409353				2092.0	0.5128708016670752	1845.0	1231.0
20220831_MidBlast	20220831_MidBlast.C30	39	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	346683.0	271209.0	0.7822967956317443	271165.0	0.9998377634960492	0.048143251436948	238304.0	0.8788154813489941	228513.0	0.9589138243588022	7137.0	4402.0	221376.0	0.968767641228289	7137.0	2306.0			7.185381079314339e-05	0.0004293703327882	8.762659852822365e-05	7.867491525018623e-05	6.27407551995156e-05	0.0003445762110957	0.000270114410744	0.0001551522220882	0.0001775838686552	0.0001567248717788	0.0118689303481675	0.0001328953591107				2054.0	0.4666060881417537	1971.0	1169.0
20220831_MidBlast	20220831_MidBlast.C31	40	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	446478.0	348768.0	0.7811538306478707	348758.0	0.999971327644738	0.0407670799126693	300520.0	0.86168632690863	289923.0	0.9647377878344204	7268.0	4335.0	282655.0	0.9749312748557376	7268.0	2047.0			5.696765254614888e-05	0.0003021320143965	9.562427391674992e-05	4.724707068161774e-05	4.274734966432081e-05	0.0003161054014651	0.0002808202875432	0.0001315366402619	0.0001983489019822	0.0002244502602969	0.0094901056659526	0.0001416433681485				1135.0	0.2618223760092272	1790.0	690.0
20220831_MidBlast	20220831_MidBlast.C32	41	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	437252.0	339696.0	0.776888384730087	339680.0	0.9999528990626914	0.0449215387460227	299568.0	0.8819123881300047	289208.0	0.965416866955082	7248.0	4544.0	281960.0	0.9749384526015876	7248.0	2115.0			4.1795024964881984e-05	0.0002854294387845	0.000102958476133	5.182037577175345e-05	5.6050610528631286e-05	0.0002379507050743	0.0002486765774854	0.0001812217973577	0.0001570588910434	0.0001524814772066	0.0369386378533149	0.0001365979899976				1554.0	0.3419894366197183	1854.0	997.0
20220831_MidBlast	20220831_MidBlast.C33	42	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	432579.0	315845.0	0.730144089287737	315725.0	0.99962006680492	0.0567765259511843	280210.0	0.8875128672103888	260072.0	0.9281324720745155	12043.0	7637.0	248029.0	0.9536935925436032	12043.0	3324.0			4.830010205811565e-05	0.0005226071042688	0.0001043282204455	7.01895898811122e-05	7.130371035541557e-05	0.0004049827924092	0.0002395943698434	0.0001503947343173	0.0001939573470161	0.0001696497158742	0.0063516052916698	0.0001221077600982				2831.0	0.370695299201257	2852.0	1511.0
20220831_MidBlast	20220831_MidBlast.C34	43	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	412745.0	315726.0	0.7649420344280367	315694.0	0.999898646294572	0.0659484018201299	268495.0	0.850491298535924	255461.0	0.9514553343637684	11006.0	6804.0	244455.0	0.9569171028062992	11006.0	2910.0			4.373933484293146e-05	0.0003109039206402	6.738221854181332e-05	5.154088146360832e-05	6.617594657055883e-05	0.0003372428046384	0.0002198582759728	0.0001576456319475	0.0001691217507483	0.0001593717675682	0.0231815158285701	0.0001181443219038				2710.0	0.3982951205173427	2490.0	1430.0
20220831_MidBlast	20220831_MidBlast.C35	45	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	397253.0	302298.0	0.7609709681235888	302252.0	0.9998478322714672	0.0538689780168381	258922.0	0.8566428013710414	249873.0	0.9650512509558864	8715.0	5360.0	241158.0	0.9651222821193166	8715.0	2520.0			5.161433172905019e-05	0.0003336230717558	9.874046069905254e-05	4.026845637583893e-05	6.291946308724833e-05	0.0004102348993288	0.000285775967173	0.0002011303682005	0.0002415117548663	0.0001954259168267	0.0133926577286562	0.0002049977984672				2635.0	0.4916044776119403	2165.0	1476.0
20220831_MidBlast	20220831_MidBlast.C36	46	Mouse	400	3.0		MouseBlastocyst		Mid-blastocyst	R10	Mid-blastocyst	20	1	struct2	Mid-stage blastocyst 400um 3h	345153.0	251269.0	0.7279930929182131	251260.0	0.9999641818131166	0.2132647622055949	159402.0	0.6344105707235533	152493.0	0.9566567546203936	4965.0	2842.0	147528.0	0.96744112844524	4965.0	1779.0			1.8777932174108987e-05	0.0001894864064841	6.99904744671335e-05	1.2768433513854662e-05	3.1009052819361326e-05	0.0003921733150683	0.0002072257474418	0.0002215171782998	0.0001965071742982	0.0001704820550588	0.0170072898126743	0.00017389169616				1370.0	0.4820548909218859	1370.0	873.0
