Run	Cell	CellLine	s4U	Time	Method	Layout	Strand	Species	Total.Reads	Trimmed.Reads	Trimmed.Reads.Ratio	RiboRNA.Ratio	Clean.Reads	UniqMapped.Reads	UniqMapped.Ratio	Filtered.Reads	Uniq.Reads	Uniq.Ratio	Stranded.Reads	Forward	Reverse	Stranded.Ratio	AC.Ratio	AG.Ratio	AT.Ratio	CA.Ratio	CG.Ratio	CT.Ratio	GA.Ratio	GC.Ratio	GT.Ratio	TA.Ratio	TC.Ratio	TG.Ratio	Genes.Protein_coding	Genes.Protein_coding.Nascent	Genes.lncRNA	Genes.lncRNA.Nascent	Pe	Pc	Pc_Pe
20220321_NASCseq_K562	20220321_16_03	K562	100	2.0	NASC-seq	PE	UN	Human	4545804	4523750	0.9951484929838594	0.15992837800497373	3800274	3098296	0.8152822664892058	2537003	1550576	0.6111841412879685	1470176	760331	709845	0.9481483010184603	0.0004450551074986	0.000403470484976	0.0003676066395784	0.0005389513478203	0.0001475074697661	0.000633901348748	0.0005153310012993	0.0002059323386824	0.0007900017581191	0.000505118933488	0.00248831832585	0.0007159190956742	3171	1105	189	46	0.000574530861876	0.0276610464394668	48.145449226424425
20220321_NASCseq_K562	20220321_16_04	K562	100	2.0	NASC-seq	PE	UN	Human	4233318	4215059	0.9956868347712126	0.2612101040578554	3114043	2540596	0.8158512904285522	2174969	1361390	0.6259353581591278	1270251	634004	636247	0.9330544517001006	0.0004458594748544	0.0003607198693319	0.0003876625262388	0.0007489391683516	0.00014836033712	0.000638351631253	0.000495850467269	0.0001982872520019	0.0010035307351915	0.0004618799450956	0.0006665720765446	0.0006568222614429	3939	928	207	33	0.0005475889562236	0.0007771693872746	1.419256868572205
20220321_NASCseq_K562	20220321_16_06	K562	100	2.0	NASC-seq	PE	UN	Human	4952158	4921816	0.9938729741660101	0.31798933564359166	3356731	2684242	0.799659549722632	2406996	1490383	0.619187983694198	1443153	733719	709434	0.9683101592006886	0.0004684492686762	0.0004085057491522	0.0003771621097317	0.0009505140043911	0.0001519175108715	0.0006843255728284	0.0005833458530584	0.0002359824128768	0.0013924101707103	0.0005989829566154	0.0033585632972336	0.0008165431460205	4431	1567	197	53	0.0006161023875322	0.0311819748034071	50.61167662132476
20220321_NASCseq_K562	20220321_16_07	K562	100	2.0	NASC-seq	PE	UN	Human	4302868	4268244	0.9919532739558824	0.2815520855883591	3066511	2373824	0.7741123380936836	2213458	1361674	0.6151795064555099	1316200	661717	654483	0.9666043414209274	0.0005634100844035	0.0004107397323229	0.0004290874156745	0.0008135003817835	0.0001602812439186	0.0006939025556778	0.0005837971384143	0.0002352147182496	0.0012167345700132	0.0006001816028783	0.00457326907735	0.0009093365943874	4237	1698	196	45	0.000620276050558	0.0379287308808592	61.148146614295136
20220321_NASCseq_K562	20220321_17_02	K562	200	2.0	NASC-seq	PE	UN	Human	4498524	4475236	0.9948231908955026	0.23072816718492606	3442673	2871417	0.8340661456955104	2617759	1772380	0.6770600349382812	1493958	766466	727492	0.8429106624990126	0.0005026840706427	0.0004516107759903	0.0004806202661445	0.0009874754038716	0.0002074227541808	0.0006904813276868	0.0006202002062703	0.0002678609486639	0.0013139454196114	0.0006630119613328	0.0009873392291924	0.0008103591726663	4877	1188	262	38	0.0006525082091155	0.0012251810392682	1.877648468099716
20220321_NASCseq_K562	20220321_17_03	K562	200	2.0	NASC-seq	PE	UN	Human	4181632	4155465	0.9937423953136001	0.38576188224422536	2552445	1965274	0.7699574329711316	1667983	1079034	0.6469094708998833	996486	498719	497767	0.9234982400925272	0.0005235202373291	0.0004443493670775	0.0004441745375695	0.0007622494852891	0.0001762435094966	0.0007145174836811	0.0005825698346269	0.0002588559594434	0.0011733258924355	0.0006694799174756	0.0031216507632405	0.0008865399983342	4965	1796	259	53	0.0006429534471761	0.0344060272735723	53.512470342420045
20220321_NASCseq_K562	20220321_17_04	K562	200	2.0	NASC-seq	PE	UN	Human	4949154	4898652	0.9897958317724606	0.17801897338288164	4026599	3157524	0.7841664888905004	2665156	1586738	0.5953640237194371	1520989	778467	742522	0.9585634175270271	0.0004876804828825	0.0003567106959315	0.0003989779856289	0.0011490877276645	0.0001645931256601	0.0006076346553618	0.0005627694821274	0.0002439880963383	0.0016484917385333	0.0006714235508866	0.000908113871873	0.0009443355615265	3937	1054	248	42	0.0005597167409236	0.0010234628398905	1.828537124334815
20220321_NASCseq_K562	20220321_17_07	K562	200	2.0	NASC-seq	PE	UN	Human	5228500	5200493	0.9946433967677154	0.44843210057200344	2868425	1900050	0.6624018407314118	1519450	986512	0.64925598078252	932434	480654	451780	0.9451826232220186	0.0005049976669639	0.0004696262038997	0.0004175196990165	0.0013035120561695	0.0001544342669236	0.0007286538845837	0.0006201454241019	0.0002647683138505	0.0018288408281547	0.0006307684160771	0.0051402581457517	0.0008853916805755	5185	2308	296	99	0.0006730704114067	0.0368664822043495	54.77358918110287
20220321_NASCseq_K562	20220321_17_08	K562	200	2.0	NASC-seq	PE	UN	Human	4470248	4443748	0.9940719172627559	0.27526965975568374	3220519	2480917	0.7703469533947789	2157060	1372382	0.636228014056169	1250888	637288	613600	0.9114721702849499	0.0005494773598171	0.000427582544406	0.0004190426277545	0.0007819824012116	0.0001902715642849	0.000677412922959	0.0005667080194692	0.0002518609684106	0.0010689294370214	0.000586670860675	0.0015698436145131	0.0008552927535855	6662	1792	542	68	0.0006177698962885	0.0023633427602631	3.825603634074012
20220321_NASCseq_K562	20220321_18_01	K562	500	2.0	NASC-seq	PE	UN	Human	4595135	4568433	0.9941890717030076	0.2688079260437879	3340402	2631682	0.7878339193905404	2187053	1355625	0.6198409457841214	1239290	631078	608212	0.9141834946980175	0.000560444005908	0.0004235260246797	0.0004362450654709	0.0007887211424291	0.0001860748875925	0.0007145641272757	0.0005958818042831	0.0002592794114944	0.0011389016128619	0.0005928433314792	0.0014361901710799	0.0008221927109901	4304	1185	270	45	0.0006371700728384	0.0022938534666628	3.6000646678903454
20220321_NASCseq_K562	20220321_18_02	K562	500	2.0	NASC-seq	PE	UN	Human	4832815	4800078	0.9932261011439503	0.3416692395415242	3160039	2320573	0.7343494811298215	2096838	1326784	0.6327546524814983	1277860	652868	624992	0.9631258742945348	0.0005843377238605	0.0003988537965195	0.0004201252831504	0.0005783571417246	0.0001773356279311	0.0006707019996671	0.0005802902408571	0.0002559658064771	0.0009511076393669	0.0006243362477856	0.0012400788300572	0.0009653160128806	6102	1632	364	43	0.0006060693233179	0.0014873495403255	2.4540914431751992
20220321_NASCseq_K562	20220321_18_03	K562	500	2.0	NASC-seq	PE	UN	Human	4373850	4333561	0.9907886644489409	0.15545806324175426	3659874	2756163	0.7530759255646506	2125764	1272907	0.598799772693488	1209740	634432	575308	0.9503757933611804	0.0005753787172555	0.0003941191344974	0.0004165037962852	0.0006509893328767	0.0001783939985222	0.0006274009259223	0.000501765581722	0.0002465352790803	0.0009856614757007	0.0005961055573426	0.0025210248877456	0.0008929206334935	3066	1103	177	40	0.0005631225343078	0.0290498990017436	51.58717194197857
20220321_NASCseq_K562	20220321_18_04	K562	500	2.0	NASC-seq	PE	UN	Human	4101155	4074004	0.9933796698734869	0.30671791191172126	2824434	2126690	0.752961478299723	1769741	1141810	0.6451848038780816	1057878	544079	513799	0.9264921484309999	0.0006038144886593	0.0004334821410445	0.0004269037174209	0.0006837226319047	0.0001714301715146	0.0006468951877138	0.0005754832634868	0.0002408041800441	0.0009877938814746	0.0006074687819011	0.0018241492458464	0.0009538021033019	5092	1497	355	64	0.0006145824850349	0.0055499200477342	9.030390847240918
20220321_NASCseq_K562	20220321_18_06	K562	500	2.0	NASC-seq	PE	UN	Human	3385652	3359974	0.9924156410641141	0.2839941618595858	2405761	1541561	0.6407789468696183	1148715	702949	0.6119437806592584	664717	336675	328042	0.9456119860758035	0.0005552540019757	0.0006490824264459	0.0004090958980652	0.0007779010906378	0.0001741400316868	0.0006496397699444	0.0005474507068575	0.000250864249593	0.0011318743100418	0.000630288171913	0.0082238394557912	0.0009268112747954	3556	1657	219	89	0.0007138681911117	0.0524441653156842	73.46477398580917
20220321_NASCseq_K562	20220321_18_07	K562	500	2.0	NASC-seq	PE	UN	Human	4597643	4558574	0.9915023850264146	0.37792169217829963	2835790	2152686	0.7591133334978966	1954104	1296442	0.6634457531431285	1175146	591660	583486	0.9064393162208568	0.0006593418595432	0.0004389596789202	0.0004667213180724	0.000730333895759	0.0001890696156362	0.0006470295766174	0.000598824594203	0.0002778027535986	0.0011191311187778	0.0006787900468828	0.0012218295248149	0.0010585617810673	5840	1551	320	42	0.0006255436134826	0.0013535467254182	2.1637927336232976
20220321_NASCseq_K562	20220321_18_08	K562	500	2.0	NASC-seq	PE	UN	Human	4848191	4802739	0.9906249568137889	0.46377452532815133	2575351	1889408	0.7336506751895179	1607967	1025229	0.6375933088179049	989422	502194	487228	0.9650741444106634	0.0007822898835739	0.0004745682591998	0.0004455724044273	0.0004077255671007	0.0002111074605913	0.0006004717512436	0.0005732377690082	0.0002951957069822	0.0007365866415573	0.0007453779154317	0.0026106194327061	0.0012725946613809	7287	2160	587	106	0.0006204010825368	0.0043585248923671	7.025334118607479
20220418_NASCseq_K562	20220418_03_01	K562	0	3.0	NASC-seq	PE	UN	Human	4038302	4012053	0.9934999908377333	0.3375735564809338	2657690	1707289	0.6423958399963878	1599104	1300888	0.8135105659169135	1022531	507485	515046	0.7860253918861577	0.0005421405196068	0.0005383528790581	0.0007559317861319	0.000948915306419	0.0002525191929885	0.0007727674226477	0.0007015182646281	0.0003428871294201	0.0013469518217696	0.0010753952613368	0.0008070471463086	0.001012218463541	5856	787	573	47	0.0007493945568064	0.0008481579123525	1.1317908632362277
20220418_NASCseq_K562	20220418_03_02	K562	0	3.0	NASC-seq	PE	UN	Human	3995846	3968422	0.9931368726422389	0.4271823913888191	2273182	1693745	0.7450987206479728	1491206	1139945	0.7644450196686441	1082972	546269	536703	0.9500212729561514	0.0005618853314755	0.0004123364573403	0.0006134492662916	0.0006456692226456	0.0001624304658857	0.0006789720312402	0.0006433129550303	0.0002637117914523	0.001073058981791	0.0009678903449288	0.0007075946440675	0.0010729470834349	6278	1476	313	33	0.0006373978818918	0.0007388639876718	1.1591880184459284
20220418_NASCseq_K562	20220418_03_03	K562	0	3.0	NASC-seq	PE	UN	Human	4046936	4019270	0.9931637169453631	0.4625481741709315	2160164	1237878	0.5730481574547118	1113375	877566	0.7882034355001684	811332	407759	403573	0.9245253348466098	0.000573575491638	0.0004232107376864	0.0006491016628767	0.000718551886734	0.000192431820705	0.0006575319064207	0.0006434250980463	0.0002681708630004	0.0011749012258432	0.0010157636995118	0.0007294215058902	0.0010760472066837	5674	1136	396	38	0.000636419351079	0.0008399267905491	1.3197694085277638
20220418_NASCseq_K562	20220418_03_04	K562	0	3.0	NASC-seq	PE	UN	Human	3802736	3776598	0.9931265278473184	0.48714451471933207	1936849	1433255	0.7399931538287187	1371101	1049429	0.7653914627733478	1005663	500289	505374	0.9582954158880687	0.0006234871101794	0.0004014422477566	0.0006261109157203	0.0006196093720188	0.0001563469299062	0.0006513744960187	0.000608305876618	0.000256276311407	0.0010396500436745	0.0009167390914805	0.0006609194318362	0.0010913991992871	6285	1474	337	30	0.0006113349481594	0.0006639214217311	1.08601908614926
20220418_NASCseq_K562	20220418_03_05	K562	0	3.0	NASC-seq	PE	UN	Human	4131211	4101327	0.9927662857210634	0.46601624303548583	2190042	1483558	0.6774107528531417	1414487	1106215	0.7820609167846717	1037194	526685	510509	0.937606161550874	0.0006073859713413	0.0004184161577045	0.0006486885534136	0.000701401359559	0.0001827098179204	0.0006759864159041	0.0005917022352568	0.0002415654499941	0.0010874369514868	0.000882685071707	0.0006168283472452	0.0009956151113352	6660	1277	405	33	0.0006214841519238	0.0006585949355657	1.0597131616744455
20220418_NASCseq_K562	20220418_03_06	K562	0	3.0	NASC-seq	PE	UN	Human	3580412	3555488	0.993038789949313	0.4840711036009684	1834379	1222243	0.666297967868145	989286	772520	0.7808864170725149	678389	344660	333729	0.8781507274892559	0.0005448656948814	0.0004524331216425	0.000686178651462	0.0008320163710664	0.0002023599687657	0.000731380086702	0.0006275068003968	0.0002713529346947	0.0011570543375839	0.000866737559998	0.0006090498560885	0.0008893679459728	4869	935	329	37	0.0006678369196405	0.0006658052212722	0.9969577926757656
20220418_NASCseq_K562	20220418_03_07	K562	0	3.0	NASC-seq	PE	UN	Human	4979468	4941597	0.9923945690583813	0.4360529602069938	2786799	2047499	0.7347135548706598	1770892	1380327	0.7794529536527355	1251667	625512	626155	0.9067902026114102	0.0006287351794646	0.0004286381629985	0.0007108812053667	0.0008702563626682	0.0001976517683756	0.0006680812340457	0.0006002372141217	0.0002637577457124	0.0012438680487827	0.0009739037977301	0.0006244113110183	0.0010235343540932	6104	1200	421	40	0.000627216036698	0.0006340825744894	1.0109476438574685
20220418_NASCseq_K562	20220418_03_08	K562	0	3.0	NASC-seq	PE	UN	Human	3956431	3925829	0.9922652511821892	0.2837334484003251	2811940	2170937	0.772042433337838	1844028	1438233	0.7799409770350558	1264704	632422	632282	0.8793456971158359	0.0007051404591436	0.000481618445005	0.0007752761931718	0.0009035720573491	0.0002235884552445	0.000730036776669	0.0006711060377299	0.0003012411149066	0.0012754293325846	0.001066479243887	0.0007337654883155	0.0011618893184546	8409	1330	922	53	0.0006973475085011	0.0007674229635107	1.100488571559177
20220418_NASCseq_K562	20220418_04_01	K562	0	3.0	NASC-seq	PE	UN	Human	3751796	3726210	0.9931803328325953	0.5855856218516938	1544195	1004061	0.6502164558232607	835859	638017	0.7633069692376345	596784	304173	292611	0.9353731953850759	0.0004475932263139	0.0004298317891696	0.0005985028135594	0.0006297268746865	0.0001941367001033	0.0007084568080182	0.0005980573995122	0.0002824830349951	0.000979868055698	0.0007859344704997	0.0005971344218755	0.0008393025156521	5363	1067	244	23	0.0006392527007068	0.0008254448946433	1.291265400569519
20220418_NASCseq_K562	20220418_04_05	K562	0	3.0	NASC-seq	PE	UN	Human	4514322	4483838	0.9932472694681505	0.47430371034814367	2357137	1541967	0.6541694436937692	1329798	969244	0.7288655871042068	904647	460512	444135	0.9333532113688606	0.000427017051217	0.0003993053963544	0.0005694388205249	0.0007007385973746	0.0001553925895957	0.0006672565250121	0.0005635840712396	0.000238998149202	0.0010519492832019	0.0008026091284722	0.0005349551280562	0.0007933702776159	5015	1063	296	32	0.0005994075487739	0.000600397251734	1.0016511352952324
20220418_NASCseq_K562	20220418_04_06	K562	0	3.0	NASC-seq	PE	UN	Human	4086325	4055844	0.9925407303628566	0.5887196351733449	1668089	1206922	0.7235357346040888	1153833	865639	0.7502290192774864	819348	408561	410787	0.9465238973752338	0.0005234766566873	0.0004608404351213	0.0005965371670778	0.0005759285834954	0.0001684527122613	0.0006639671397654	0.000579470944217	0.0002568936555573	0.000934610246944	0.0008743105573669	0.0006707271512535	0.0009653113519995	5869	1221	333	40	0.0006348753948891	0.0007047807430399	1.1101087689232132
20220418_NASCseq_K562	20220418_04_07	K562	0	3.0	NASC-seq	PE	UN	Human	4651659	4618672	0.9929085515511777	0.46036869472437103	2492380	1866735	0.7489768815349185	1686407	1263083	0.7489787459373686	1181711	589047	592664	0.9355766802339989	0.000503893348275	0.0004484920818645	0.0006105863814283	0.0006904534951106	0.0001564752194991	0.0007181073172662	0.0006224977073841	0.0002739529873326	0.0011451797972521	0.0009238402906164	0.0006887840222047	0.0010168706694337	5827	1307	404	39	0.0006600939618813	0.0008405508071715	1.27338054233349
20220418_NASCseq_K562	20220418_04_08	K562	0	3.0	NASC-seq	PE	UN	Human	3877460	3837766	0.9897628860130085	0.6104376869251539	1495049	849494	0.5682047879367165	728283	560589	0.7697406090764167	480621	241570	239051	0.8573500371930237	0.0008635279101127	0.0013142427337158	0.0009280556175143	0.0008436950052638	0.000393646934447	0.0012559793683054	0.0012305767621171	0.0004557769754211	0.0011715464042279	0.0012154325809194	0.0016006955210071	0.0012845023309984	8093	1558	941	97	0.0014702149339854	0.0018251770891291	1.241435552679032
20220418_NASCseq_K562	20220418_09_01	K562	50	3.0	NASC-seq	PE	UN	Human	4093860	4063149	0.9924982779088684	0.49883304796353767	2036316	1477797	0.7257208606129893	1225542	913098	0.7450564729727744	810776	411771	399005	0.8879397392174772	0.0005276448847956	0.000846046513115	0.0005982625395377	0.0006707277466932	0.0001699363348121	0.0006726375861645	0.0005976691184215	0.0002471679042971	0.0009625724475823	0.0008877660389861	0.0200298449322689	0.0008181498139344	4784	3487	321	157	0.0008373043836409	0.0575273121307834	68.70537555366357
20220418_NASCseq_K562	20220418_09_02	K562	50	3.0	NASC-seq	PE	UN	Human	4905277	4864945	0.9917778343608322	0.5316292373295073	2278598	1478876	0.6490289204150973	1336010	959663	0.718305252206196	904372	466774	437598	0.9423849830617623	0.0005952346546637	0.0006244565995094	0.0006321634860621	0.0006752189417924	0.0001531431406927	0.0006215390274289	0.0005757779265013	0.0002531123757767	0.0010337823634787	0.0009413080718421	0.0134894440786407	0.0009874972468734	4662	3126	294	122	0.0007029256523893	0.0501573263857463	71.35509454699313
20220418_NASCseq_K562	20220418_09_06	K562	50	3.0	NASC-seq	PE	UN	Human	3977506	3947806	0.9925330093782385	0.5866830842245034	1631695	1016228	0.6228051198293799	883823	626893	0.7092969972494493	598835	294105	304730	0.9552427607263122	0.0005699687401705	0.0004854460354792	0.0006078253881871	0.000590369160807	0.0001704234023949	0.0006621572683294	0.0005726386232151	0.0002474422196093	0.000900221703549	0.0008680588535942	0.0069590995821371	0.0009291584525311	4373	2197	225	80	0.0006442933041306	0.0454321318385098	70.51467328193132
20220418_NASCseq_K562	20220418_09_07	K562	50	3.0	NASC-seq	PE	UN	Human	3468997	3444862	0.9930426575750858	0.4133558905988106	2020908	1107392	0.5479675472609342	890439	669618	0.7520088405831281	621480	316789	304691	0.9281112514896553	0.000515207004071	0.0006673411950699	0.0005732986541625	0.0006956990384363	0.000173193368694	0.0006404590773219	0.0005261559285792	0.0002324827638333	0.0010148129936517	0.0008494496602849	0.0145173515423006	0.0008010187657336	4980	3483	268	133	0.0007128095700965	0.0332639287428889	46.66594015900111
20220418_NASCseq_K562	20220418_09_08	K562	50	3.0	NASC-seq	PE	UN	Human	1863722	1847487	0.9912889368693399	0.25965054151937195	1367786	962899	0.7039836641111987	713033	545634	0.7652296597773175	450533	229336	221197	0.8257055095540234	0.0008736412305617	0.0012398001518058	0.0009020258878177	0.0009160378353845	0.0003865476806215	0.0012198036637539	0.0011648597279298	0.0004492367928603	0.0011937501974543	0.0011691123129148	0.0100381500155868	0.0012431067630993	6521	3502	738	204	0.0013988987850084	0.0439709727119014	31.43256194309772
20220418_NASCseq_K562	20220418_10_01	K562	50	3.0	NASC-seq	PE	UN	Human	4147093	4115267	0.9923257086349402	0.5984885063350689	1652327	1005216	0.608363840813592	887977	649906	0.7318950828681373	627033	321994	305039	0.9648056795905869	0.0005462083738486	0.0005918019683866	0.0005536708946019	0.0005149869251106	0.0001601966300828	0.0006888856707291	0.0006568472028415	0.000261709145521	0.000943908990863	0.0009747746391736	0.0086779688676488	0.0010500070780815	4419	2384	245	125	0.0007352530918023	0.0420426169331036	57.18114945976366
20220418_NASCseq_K562	20220418_10_03	K562	50	3.0	NASC-seq	PE	UN	Human	3635553	3609643	0.9928731612494716	0.5508907667600369	1621124	1021865	0.6303435147465586	733834	550293	0.7498875767544159	512544	260709	251835	0.93140199857167	0.000550324488463	0.0005947138565027	0.0005928858985072	0.0006532604564144	0.000166037032672	0.000635677488191	0.0005849760213875	0.0002691279524891	0.0010410730364475	0.0008951178946172	0.0094842822383568	0.0009537760330439	4063	2341	224	100	0.0006954813916731	0.0493099056588358	70.90039539405917
20220418_NASCseq_K562	20220418_10_05	K562	50	3.0	NASC-seq	PE	UN	Human	3432529	3406840	0.992516013703016	0.5589470007396884	1502597	993032	0.6608771347207535	869781	668662	0.7687705295930815	619151	313641	305510	0.9259551163368039	0.0005856206116647	0.000645161773974	0.0006389146089091	0.0006328536681909	0.0001791494029125	0.00064937839282	0.0005756691811484	0.0002581539784936	0.0009730863232942	0.0009467292207716	0.0110321115383351	0.0009743412424756	4863	2940	307	139	0.0007216973136721	0.0538470222337528	74.61164287804947
20220418_NASCseq_K562	20220418_10_06	K562	50	3.0	NASC-seq	PE	UN	Human	3825373	3796803	0.9925314472601757	0.6239994542777174	1427600	669019	0.4686319697394228	607757	469748	0.7729207561574775	436501	217479	219022	0.9292237540127898	0.0006287338936659	0.0006712636925724	0.0006183649179134	0.0005552694037829	0.0001777362853008	0.0006577562128779	0.000598027237627	0.0002619692716242	0.0008915437428329	0.0009581626074809	0.0139009247756717	0.0010141581647483	4617	3009	266	126	0.0007451621550139	0.0492048501829252	66.03240630491231
20220418_NASCseq_K562	20220418_10_07	K562	50	3.0	NASC-seq	PE	UN	Human	3603128	3577301	0.9928320614754735	0.5625461765727848	1564904	905403	0.5785677587890375	674108	496544	0.7365941362511645	443782	218466	225316	0.8937415415350906	0.0005667960997162	0.0007429697763668	0.0006026491001199	0.0006754253182375	0.0001764101472142	0.0006944167560208	0.0006000935541312	0.0002644069455258	0.0010003037830734	0.0009099580133485	0.0145395384004012	0.0008410161427508	3760	2466	229	114	0.0007929717936231	0.0559037357037537	70.49902172222667
20220418_NASCseq_K562	20220418_10_08	K562	50	3.0	NASC-seq	PE	UN	Human	3557679	3522011	0.9899743624986965	0.615345891878248	1354756	510075	0.37650691342204795	380606	299768	0.7876071317845751	210036	102697	107339	0.7006618451602573	0.0012675906346421	0.0027870425075494	0.001380174095098	0.0013744405539724	0.0007759720841058	0.0024790069706169	0.0024476063489744	0.0008026447971652	0.0015244844654696	0.0015640977550217	0.0053080913894112	0.0014860437809794	5825	2306	710	163	0.0030053539125135	0.0255689125547927	8.507787534882253
GSE128273_NASCseq_K562	SRR8723850	K562	50	0.25	NASC-seq	PE	UN	Human	2536607	2445100	0.9639254326744348	0.3751106294221095	1527917	1344427	0.8799083981656072	1088671	992003	0.911205497344928	857700	414280	443420	0.8646143207228204	0.0005774086520994	0.0004736719332797	0.0006674008775983	0.0006112963463808	0.0003028231212132	0.0008079648654833	0.0008532285871204	0.0004496253940822	0.0011532772603025	0.0012676701321134	0.0010237820496446	0.0013055638542165	5352	1379	297	48	0.0007806503807918	0.0011504872986915	1.4737548677354628
GSE128273_NASCseq_K562	SRR8723851	K562	50	1.0	NASC-seq	PE	UN	Human	1842241	1779375	0.9658752573631789	0.27203990165086056	1295314	748815	0.5780953498533946	611921	504613	0.8246374940556053	409456	208661	200795	0.8114257857011214	0.0004134039877943	0.0004485118606469	0.0006199302826008	0.0005583481747287	0.0002444922353558	0.0007750949284777	0.0007528539117126	0.0003842276826233	0.0009054428295719	0.0009498047135459	0.0014555754016286	0.000915781954219	1828	685	69	14	0.0007229506280756	0.0017260532554287	2.3875119384339034
GSE128273_NASCseq_K562	SRR8723852	K562	50	1.0	NASC-seq	PE	UN	Human	2886917	2773200	0.9606095360552451	0.10631472666955144	2478368	2174565	0.8774181235393614	2083634	1961612	0.9414378916834722	1255045	644457	610588	0.6398028764098099	0.0005600270999778	0.0008582013296696	0.0011694812045078	0.0015307130512862	0.0006333552623036	0.0010221114217951	0.0010518416239199	0.0007039177928229	0.0017848871390285	0.0013294758886254	0.0025136805944412	0.0007049235767486	3212	822	432	77	0.0011079762303683	0.014653881894569	13.225808905392087
GSE128273_NASCseq_K562	SRR8723853	K562	50	1.0	NASC-seq	PE	UN	Human	3043998	2928936	0.9622003693826343	0.11140769207657664	2602630	2265202	0.8703511448035257	2211632	2054844	0.9291075549639362	1288351	644250	644101	0.6269823889307412	0.0005600049370502	0.0007403788280605	0.0010766637485967	0.0012098688446644	0.0004773050261845	0.0008987470913743	0.0008618642497611	0.0005004463840017	0.0012423027620038	0.0011411110029172	0.0010146973258025	0.0006642442125348	2520	474	270	23	0.000945037059217	0.0011355200951992	1.2015614457914428
GSE128273_NASCseq_K562	SRR8723854	K562	50	0.25	NASC-seq	PE	UN	Human	2473945	2384323	0.9637736489695607	0.4441378118652548	1325355	1134360	0.8558914404065326	984181	901659	0.9161516021951247	763022	373854	389168	0.8462423155538845	0.0005480683483977	0.0005690944327846	0.0006975446937661	0.0006925853374617	0.0003045553285815	0.0008359658797939	0.0009511033578561	0.0004620656817313	0.0013832420714491	0.0012828338268151	0.0010503162530156	0.001284111662525	3931	917	244	35	0.0008712876538571	0.0012498923928239	1.434534722592101
GSE128273_NASCseq_K562	SRR8723855	K562	50	0.25	NASC-seq	PE	UN	Human	2591264	2471390	0.9537391790261432	0.3826716948761628	1525659	1332899	0.8736545977836463	1102459	979278	0.888267046665681	875202	441522	433680	0.8937217010899867	0.0005401151154407	0.0004091894623882	0.0005853842735304	0.000520748858829	0.0002403787645608	0.0007063100646258	0.0007869145777721	0.0003936193704611	0.0010134022524664	0.0011738886087017	0.0009743177510848	0.0012265780085004	5122	1752	260	44	0.0006943412332977	0.0012371821899708	1.7818071729584817
GSE128273_NASCseq_K562	SRR8723856	K562	50	1.0	NASC-seq	PE	UN	Human	2681242	2580553	0.9624468809603908	0.2597319256763957	1910301	1650090	0.8637853406348005	1445113	1336973	0.9251684816343082	1037846	533311	504535	0.7762654892806362	0.0005275474462907	0.0005845755853543	0.0007730136999451	0.0008164803565524	0.0003718959781587	0.0008514814014481	0.0008544504655544	0.0004763706639791	0.001252152490499	0.0012312300311005	0.0045161954825572	0.0010447628454803	5587	2629	340	101	0.0008499200061917	0.0145041283243777	17.06528640191249
GSE128273_NASCseq_K562	SRR8723857	K562	50	1.0	NASC-seq	PE	UN	Human	2544314	2452397	0.9638735627756637	0.11631436508852355	2167148	1874133	0.8647923445929858	1800397	1689958	0.9386585292021704	1115913	571983	543930	0.6603199606144058	0.0005820033616714	0.0007143071983742	0.0010045697516306	0.0011513383768422	0.0004954520195286	0.0008717771031872	0.0009025064813011	0.000536600622958	0.0013255510893773	0.0011510986155946	0.0016074018125206	0.0007392055560601	3760	1004	371	57	0.0009380206200331	0.0038799560789622	4.13632280154469
GSE128273_NASCseq_K562	SRR8723858	K562	50	1.0	NASC-seq	PE	UN	Human	2375250	2287778	0.9631735606778233	0.36974173193378024	1441891	1224295	0.8490898410490113	911699	803738	0.8815826275996793	687566	343444	344122	0.8554603614610732	0.0005132408683262	0.0004957202222455	0.0006211695440759	0.000544126783503	0.0002839919522293	0.0007150279433326	0.0007203713275631	0.0004161429587239	0.0009832850108451	0.0010794861598833	0.0026898943905849	0.0010231997207147	3698	1391	201	57	0.000717137497005	0.0028046890054079	3.910950155474049
GSE128273_NASCseq_K562	SRR8723859	K562	50	1.0	NASC-seq	PE	UN	Human	2987161	2866853	0.9597249696283529	0.08638322229985285	2619205	2321179	0.886215091984018	2227416	2100059	0.9428229841215112	1362624	705452	657172	0.6488503418237297	0.0005791726158233	0.0007768197419749	0.0010829727943096	0.0014399878063139	0.0005962767800318	0.0009713788009789	0.0009766583766802	0.0006285662254959	0.0015960012747534	0.0012444923308798	0.0017911157483941	0.0007620033970751	4179	1190	455	77	0.0010254635356245	0.0069748731933453	6.801678412774674
GSE128273_NASCseq_K562	SRR8723860	K562	50	1.0	NASC-seq	PE	UN	Human	2737092	2625190	0.9591164637505791	0.14081723608576902	2255518	1922338	0.8522822695274433	1795063	1692347	0.9427786099986463	1122361	569203	553158	0.6631979139029998	0.0005460754822038	0.0007477856119901	0.0010181613220455	0.0012632220354747	0.0005257452145058	0.0009593398498238	0.0009772869518993	0.000603891077284	0.0015830697013767	0.0012605685379971	0.0032306100504896	0.0008096512594245	4939	1886	453	97	0.0010074656515111	0.0140492422122354	13.945132711137306
